,date,close,diff,open,high,low,volume
1,2020-09-16,6020,110,6130,6200,5990,82914
2,2020-09-15,6130,110,6240,6240,5850,69614
3,2020-09-14,6240,200,6000,6450,5980,119621
4,2020-09-11,6040,80,6120,6120,5960,82025
5,2020-09-10,6120,20,6150,6300,5950,131524
9,2020-09-09,6140,210,6290,6540,6100,192863
10,2020-09-08,6350,290,6640,6750,6310,292219
11,2020-09-07,6640,150,6790,7110,6540,554975
12,2020-09-04,6790,80,6540,7900,6330,2334256
13,2020-09-03,6710,600,7850,8630,6560,3118292
16,2020-09-02,7310,1680,5670,7310,5580,4811637
17,2020-09-01,5630,420,5160,6760,5160,2040874
18,2020-08-31,5210,70,5140,5220,5110,22465
19,2020-08-28,5140,40,5100,5180,5040,24179
20,2020-08-27,5100,0,5100,5180,5000,20009
24,2020-08-26,5100,20,5080,5180,5020,34930
25,2020-08-25,5080,140,4940,5090,4940,29211
26,2020-08-24,4940,55,5000,5000,4860,16180
27,2020-08-21,4885,45,4905,5010,4860,36254
28,2020-08-20,4930,170,5050,5130,4915,31738
31,2020-08-19,5100,40,4950,5170,4945,17501
32,2020-08-18,5060,160,5150,5230,4980,29899
33,2020-08-14,5220,80,5140,5290,5050,52344
34,2020-08-13,5140,40,5060,5200,5020,51802
35,2020-08-12,5100,0,5100,5140,5030,21543
39,2020-08-11,5100,40,5120,5240,5040,54169
40,2020-08-10,5140,40,5180,5300,5140,31126
41,2020-08-07,5180,130,5330,5450,5150,44030
42,2020-08-06,5310,110,5430,5570,5310,22934
43,2020-08-05,5420,50,5470,5590,5400,34427
46,2020-08-04,5470,110,5280,5630,5270,39159
47,2020-08-03,5360,200,5560,5590,5160,66440
48,2020-07-31,5560,10,5590,5600,5490,17997
49,2020-07-30,5570,20,5590,5620,5460,38806
50,2020-07-29,5590,40,5550,5630,5550,13393
54,2020-07-28,5630,50,5880,5880,5560,35992
55,2020-07-27,5680,10,5670,6400,5560,150785
56,2020-07-24,5670,110,5590,5800,5590,24274
57,2020-07-23,5780,190,5510,5840,5510,65647
58,2020-07-22,5590,120,5660,5780,5550,40088
61,2020-07-21,5710,40,5660,5870,5490,78768
62,2020-07-20,5670,100,5730,5910,5570,24632
63,2020-07-17,5770,30,5810,5920,5700,31245
64,2020-07-16,5800,240,5560,5910,5450,53869
65,2020-07-15,5560,10,5560,5660,5490,27134
69,2020-07-14,5570,60,5630,5770,5550,23431
70,2020-07-13,5630,140,5530,5800,5510,86411
71,2020-07-10,5490,390,5100,5880,5010,285817
72,2020-07-09,5100,60,5200,5200,5000,54765
73,2020-07-08,5160,40,5160,5200,5070,19345
76,2020-07-07,5200,80,5260,5360,5200,20811
77,2020-07-06,5280,180,5100,5280,4995,38266
78,2020-07-03,5100,10,5060,5110,5050,10576
79,2020-07-02,5110,70,5080,5290,5050,17722
80,2020-07-01,5180,80,5160,5280,5020,17475
84,2020-06-30,5100,30,5070,5280,5050,16460
85,2020-06-29,5070,230,5170,5200,5040,35505
86,2020-06-26,5300,70,5370,5480,5270,40215
87,2020-06-25,5370,130,5450,5490,5330,34599
88,2020-06-24,5500,20,5490,5660,5410,20758
91,2020-06-23,5480,140,5570,5680,5470,31264
92,2020-06-22,5620,20,5600,5640,5510,13651
93,2020-06-19,5600,80,5730,5730,5500,48830
94,2020-06-18,5680,120,5760,5790,5560,53724
95,2020-06-17,5800,130,5900,5950,5740,31375
99,2020-06-16,5930,130,5820,5990,5820,93867
100,2020-06-15,5800,410,6340,6340,5800,84304
101,2020-06-12,6210,240,6130,6280,6070,77153
102,2020-06-11,6450,120,6620,6620,6320,54688
103,2020-06-10,6570,0,6630,6640,6110,70342
106,2020-06-09,6570,70,6700,6720,6540,45517
107,2020-06-08,6640,20,6690,6780,6580,45876
108,2020-06-05,6660,80,6670,6790,6630,39030
109,2020-06-04,6740,130,6620,6950,6610,187541
110,2020-06-03,6610,30,6640,6750,6580,114470
114,2020-06-02,6580,110,6750,6870,6550,176448
115,2020-06-01,6690,10,6680,7940,6580,1821583
116,2020-05-29,6680,130,6900,6900,6610,57925
117,2020-05-28,6810,410,7080,7080,6640,256256
118,2020-05-27,7220,530,6690,7700,6690,843502
121,2020-05-26,6690,60,6600,6740,6600,25640
122,2020-05-25,6630,60,6700,6820,6550,21655
123,2020-05-22,6690,90,6780,6850,6570,27333
124,2020-05-21,6780,50,6790,6860,6770,12570
125,2020-05-20,6830,40,6750,6840,6750,24491
129,2020-05-19,6790,40,6890,6890,6610,30422
130,2020-05-18,6750,0,6690,6850,6450,50685
131,2020-05-15,6750,0,6750,6840,6310,26460
132,2020-05-14,6750,170,6840,6950,6730,51339
133,2020-05-13,6920,40,7000,7120,6720,83753
136,2020-05-12,6960,210,6750,7800,6630,541093
137,2020-05-11,6750,50,6900,6900,6680,50674
138,2020-05-08,6700,320,6430,6710,6350,55788
139,2020-05-07,6380,0,6380,6420,6250,29007
140,2020-05-06,6380,30,6280,6420,6280,25931
144,2020-05-04,6350,80,6400,6430,6080,77784
145,2020-04-29,6430,90,6570,6690,6230,114734
146,2020-04-28,6520,20,6500,6620,6300,126446
147,2020-04-27,6500,200,6570,6600,6290,383106
148,2020-04-24,6700,420,6430,8110,6170,3473694
151,2020-04-23,6280,270,6000,6330,5920,62022
152,2020-04-22,6010,100,6000,6100,5890,152792
153,2020-04-21,6110,40,6040,6200,5860,30811
154,2020-04-20,6150,0,6190,6270,5980,30816
155,2020-04-17,6150,350,5760,6190,5700,54206
159,2020-04-16,5800,50,5820,5880,5660,34748
160,2020-04-14,5850,400,5510,6060,5340,71264
161,2020-04-13,5450,250,5700,5700,5370,29733
162,2020-04-10,5700,30,5780,6060,5550,79417
163,2020-04-09,5730,80,5770,5800,5600,46296
166,2020-04-08,5650,350,5350,5850,5170,113148
167,2020-04-07,5300,330,5150,5340,5050,137102
168,2020-04-06,4970,120,4870,5010,4775,58316
169,2020-04-03,4850,150,5000,5010,4780,177324
170,2020-04-02,5000,20,4990,5230,4900,95173
174,2020-04-01,4980,465,4590,5470,4505,369010
175,2020-03-31,4515,145,4380,4650,4380,125515
176,2020-03-30,4370,25,4355,4445,4200,46754
177,2020-03-27,4395,5,4525,4565,4200,129021
178,2020-03-26,4390,55,4500,4570,4200,104339
181,2020-03-25,4445,5,4500,4630,4345,161090
182,2020-03-24,4450,50,4455,5230,4260,310519
183,2020-03-23,4500,385,4700,4700,4100,67331
184,2020-03-20,4885,315,4770,5200,4770,39053
185,2020-03-19,5200,320,5210,5670,4750,44457
189,2020-03-18,5520,150,5510,5780,5470,7885
190,2020-03-17,5670,120,5700,5920,5240,33603
191,2020-03-16,5790,90,5560,5950,5560,21104
192,2020-03-13,5880,250,5630,5950,4500,51310
193,2020-03-12,6130,150,5900,6170,5780,30728
196,2020-03-11,6280,200,6360,6470,5950,63672
197,2020-03-10,6480,160,6390,6480,6250,36269
198,2020-03-09,6640,330,6970,6970,6440,16184
199,2020-03-06,6970,110,7060,7060,6720,22916
200,2020-03-05,7080,10,7130,7130,6950,10800
204,2020-03-04,7070,40,6940,7100,6810,7606
205,2020-03-03,7030,80,6970,7160,6940,7965
206,2020-03-02,6950,160,7100,7100,6630,18002
207,2020-02-28,7110,70,7100,7180,6690,15690
208,2020-02-27,7180,0,7140,7330,7040,12933
211,2020-02-26,7180,130,7150,7290,7150,1763
212,2020-02-25,7310,150,7160,7320,7050,6484
