,date,close,diff,open,high,low,volume
1,2020-09-16,449500,3000,450000,452500,440500,358232
2,2020-09-15,452500,16500,441000,453500,435000,410696
3,2020-09-14,436000,6500,432500,437000,423000,305388
4,2020-09-11,429500,500,431500,435000,423500,207772
5,2020-09-10,430000,500,434500,434500,427500,288498
9,2020-09-09,429500,6000,430000,433000,426000,281121
10,2020-09-08,435500,5500,432000,441500,423500,326350
11,2020-09-07,430000,9000,439000,439000,429500,325832
12,2020-09-04,439000,13500,430000,443000,430000,428480
13,2020-09-03,452500,500,450500,457000,449000,391863
16,2020-09-02,452000,2500,454500,458000,444000,285532
17,2020-09-01,454500,2000,453000,459500,444000,367552
18,2020-08-31,452500,13500,469000,473000,448000,623312
19,2020-08-28,466000,3000,468000,472500,461000,463429
20,2020-08-27,469000,12500,468000,474500,463000,769495
24,2020-08-26,456500,12500,442500,462500,439500,650896
25,2020-08-25,444000,6000,445500,445500,436500,410725
26,2020-08-24,438000,14500,423000,438000,416000,528611
27,2020-08-21,423500,9000,422000,428000,411500,633292
28,2020-08-20,414500,20000,428000,436500,414000,726581
31,2020-08-19,434500,1500,438500,440500,427000,551050
32,2020-08-18,433000,11000,434000,452500,431000,774253
33,2020-08-14,444000,27000,455500,464000,442000,1061360
34,2020-08-13,471000,4500,483000,486500,464000,710421
35,2020-08-12,475500,3000,467500,487500,465500,691109
39,2020-08-11,472500,1000,466500,482500,464000,1018301
40,2020-08-10,473500,14500,486000,486500,470000,831429
41,2020-08-07,488000,18500,466500,509000,465500,1191900
42,2020-08-06,469500,1500,467000,482000,457000,718320
43,2020-08-05,468000,52000,415500,468000,412500,1319206
46,2020-08-04,416000,1500,429500,431000,410500,556265
47,2020-08-03,414500,17000,398000,415500,394000,1058971
48,2020-07-31,397500,14000,385000,403000,383500,951940
49,2020-07-30,383500,2000,386000,387500,380500,305365
50,2020-07-29,385500,7500,393000,395500,383000,648131
54,2020-07-28,393000,15000,387000,397000,381500,1061859
55,2020-07-27,378000,2500,368500,378500,368500,333007
56,2020-07-24,375500,10000,380000,381000,373500,394902
57,2020-07-23,385500,2500,390500,390500,384000,239291
58,2020-07-22,388000,1000,384500,389500,380500,254554
61,2020-07-21,387000,8500,385000,390500,384500,392214
62,2020-07-20,378500,5000,383000,384000,376000,258083
63,2020-07-17,383500,2500,383500,385500,376500,357349
64,2020-07-16,386000,7000,400000,400000,382500,425923
65,2020-07-15,393000,1000,395500,398000,389500,372670
69,2020-07-14,392000,2000,387000,394000,386500,401601
70,2020-07-13,394000,3000,398000,398500,387000,415777
