,date,close,diff,open,high,low,volume
1,2020-09-16,6840,10,6890,6890,6820,69420
2,2020-09-15,6850,0,6890,6890,6800,101791
3,2020-09-14,6850,40,6880,6910,6800,107647
4,2020-09-11,6810,30,6930,6930,6750,70688
5,2020-09-10,6780,60,6800,6800,6720,89087
9,2020-09-09,6720,10,6620,6780,6620,106635
10,2020-09-08,6730,40,6690,6830,6690,166128
11,2020-09-07,6690,40,6630,6720,6620,78169
12,2020-09-04,6650,0,6540,6680,6540,93620
13,2020-09-03,6650,40,6610,6660,6610,64056
16,2020-09-02,6610,0,6670,6670,6580,42954
17,2020-09-01,6610,0,6690,6690,6610,57571
18,2020-08-31,6610,10,6640,6680,6610,100002
19,2020-08-28,6620,20,6650,6680,6580,54417
20,2020-08-27,6640,20,6660,6700,6630,70225
24,2020-08-26,6660,0,6700,6700,6640,51048
25,2020-08-25,6660,90,6580,6690,6580,102853
26,2020-08-24,6570,40,6540,6590,6480,72400
27,2020-08-21,6530,50,6500,6540,6480,79904
28,2020-08-20,6480,70,6570,6570,6420,99363
31,2020-08-19,6550,60,6500,6600,6500,92742
32,2020-08-18,6490,120,6620,6620,6420,203380
33,2020-08-14,6610,10,6620,6620,6530,94418
34,2020-08-13,6620,10,6640,6700,6540,120973
35,2020-08-12,6630,140,6500,6650,6490,191119
39,2020-08-11,6490,10,6510,6530,6480,162377
40,2020-08-10,6500,10,6500,6530,6480,108439
41,2020-08-07,6490,10,6500,6550,6460,147290
42,2020-08-06,6500,30,6530,6530,6500,70682
43,2020-08-05,6530,20,6520,6570,6490,124411
46,2020-08-04,6510,0,6520,6580,6500,111747
47,2020-08-03,6510,0,6550,6550,6500,83775
48,2020-07-31,6510,10,6520,6540,6490,69964
49,2020-07-30,6500,10,6500,6560,6500,60421
50,2020-07-29,6510,10,6500,6600,6480,73930
54,2020-07-28,6500,20,6480,6530,6460,83348
55,2020-07-27,6480,50,6530,6560,6400,168001
56,2020-07-24,6530,0,6530,6540,6450,107895
57,2020-07-23,6530,50,6590,6590,6500,77236
58,2020-07-22,6580,10,6540,6720,6500,78365
61,2020-07-21,6570,0,6590,6610,6520,107463
62,2020-07-20,6570,90,6450,6580,6440,167498
63,2020-07-17,6480,10,6450,6520,6420,84209
64,2020-07-16,6490,10,6490,6520,6400,88581
65,2020-07-15,6480,40,6530,6550,6470,72753
