,date,close,diff,open,high,low,volume
1,2020-09-16,24300,100,24000,25300,23850,48504
2,2020-09-15,24400,750,23650,24500,22700,74431
3,2020-09-14,23650,650,24300,24800,23450,129292
4,2020-09-11,24300,3500,21200,25100,21200,527298
5,2020-09-10,20800,500,20450,21000,20000,134075
9,2020-09-09,20300,350,19550,20550,19400,110030
10,2020-09-08,19950,0,19850,20150,19650,71298
11,2020-09-07,19950,200,19500,20000,19300,91163
12,2020-09-04,19750,150,19250,19900,18650,130536
13,2020-09-03,19600,300,19300,19850,19050,131104
16,2020-09-02,19300,800,18500,19400,18300,147027
17,2020-09-01,18500,300,18750,18750,17950,75263
18,2020-08-31,18800,50,18600,19600,18600,75417
19,2020-08-28,18850,1250,17500,19150,17500,123366
20,2020-08-27,17600,300,17900,18000,17400,38431
24,2020-08-26,17900,100,17750,18100,17350,30224
25,2020-08-25,18000,0,18000,18150,17600,22741
26,2020-08-24,18000,50,17950,18200,17550,32556
27,2020-08-21,17950,1150,16850,18500,16500,42051
28,2020-08-20,16800,500,17050,17600,16300,26828
31,2020-08-19,17300,350,16950,17350,16000,30030
32,2020-08-18,16950,1350,17900,18200,16300,52046
33,2020-08-14,18300,50,18500,18500,17400,48621
34,2020-08-13,18350,400,18550,18950,18200,28367
35,2020-08-12,18750,350,19300,19300,18150,30218
39,2020-08-11,19100,200,19600,19650,18700,13610
40,2020-08-10,18900,400,19300,19350,18700,40946
41,2020-08-07,19300,400,19800,19800,19300,12303
42,2020-08-06,19700,50,19750,19900,18850,43519
43,2020-08-05,19750,100,19650,20650,19350,75050
46,2020-08-04,19650,350,19300,19700,19100,30619
47,2020-08-03,19300,150,19650,19850,19200,25881
48,2020-07-31,19450,50,19400,19650,19250,34667
49,2020-07-30,19400,200,19700,19700,19000,27065
50,2020-07-29,19200,0,19050,19750,18900,33522
54,2020-07-28,19200,1050,18150,19350,18000,72856
55,2020-07-27,18150,350,18850,19200,17900,67213
56,2020-07-24,18500,500,17650,19700,17650,137468
57,2020-07-23,18000,2250,15900,18350,15800,158245
58,2020-07-22,15750,500,15150,16150,15150,87376
61,2020-07-21,15250,250,14950,15700,14800,66761
62,2020-07-20,15000,250,15100,15200,14900,37990
63,2020-07-17,15250,1100,14200,15600,13950,69166
64,2020-07-16,14150,50,14200,14250,14000,9943
65,2020-07-15,14200,350,13750,14300,13700,31938
69,2020-07-14,13850,50,13700,13950,13650,13410
70,2020-07-13,13900,0,14000,14000,13700,9916
71,2020-07-10,13900,100,13550,13950,13550,9900
72,2020-07-09,13800,100,13900,14000,13600,18174
73,2020-07-08,13900,350,13600,14200,13350,66810
76,2020-07-07,13550,350,13900,14050,13500,44597
77,2020-07-06,13900,100,13800,14050,13700,16548
78,2020-07-03,13800,600,13400,13950,13100,24899
79,2020-07-02,13200,100,13400,13400,12900,11045
80,2020-07-01,13100,200,13500,13550,13100,15086
84,2020-06-30,13300,0,13500,13500,13000,19311
85,2020-06-29,13300,400,13700,13950,13100,21425
86,2020-06-26,13700,450,14400,14450,13650,30812
87,2020-06-25,14150,250,14000,14600,13500,54985
88,2020-06-24,13900,0,13700,14100,13500,20490
91,2020-06-23,13900,0,13950,14450,13750,32790
92,2020-06-22,13900,50,13850,14000,13600,30158
93,2020-06-19,13850,100,13600,14000,13350,31196
94,2020-06-18,13750,200,13950,14450,13600,32303
95,2020-06-17,13950,600,13500,14200,13500,56818
99,2020-06-16,13350,200,13150,13750,13100,64401
100,2020-06-15,13150,600,12400,13900,12250,122851
101,2020-06-12,12550,50,12100,12550,11750,29558
102,2020-06-11,12500,550,12000,12750,12000,60283
103,2020-06-10,11950,600,11350,12150,11250,34366
106,2020-06-09,11350,250,11600,11650,11000,20361
107,2020-06-08,11600,0,11500,11850,11300,7760
108,2020-06-05,11600,300,11900,11900,11300,34529
109,2020-06-04,11900,100,12000,12100,11750,20022
110,2020-06-03,12000,100,12300,12300,11850,23314
114,2020-06-02,12100,150,12100,12150,11900,20864
115,2020-06-01,11950,350,11800,11950,11600,10780
116,2020-05-29,11600,100,11500,11750,11300,16645
117,2020-05-28,11500,100,11600,11800,11200,21037
118,2020-05-27,11600,0,11600,11950,11400,13275
121,2020-05-26,11600,550,11200,11600,11150,30734
122,2020-05-25,11050,50,11150,11150,10900,6871
123,2020-05-22,11000,200,11250,11300,10900,17148
124,2020-05-21,11200,100,11250,11250,10950,2353
125,2020-05-20,11100,200,10700,11300,10700,15416
129,2020-05-19,10900,0,11000,11000,10650,11435
130,2020-05-18,10900,300,10400,11000,10400,11704
131,2020-05-15,10600,150,10700,11000,10500,25644
132,2020-05-14,10450,300,10150,11850,10150,51519
133,2020-05-13,10150,280,9830,10300,9760,15854
136,2020-05-12,9870,90,10000,10000,9790,20050
137,2020-05-11,9960,40,10200,10200,9870,8862
138,2020-05-08,10000,200,9800,10000,9800,8779
139,2020-05-07,9800,10,9810,9850,9780,8061
140,2020-05-06,9810,110,9900,9900,9720,6467
144,2020-05-04,9700,40,9550,9720,9550,4302
145,2020-04-29,9740,10,9730,9850,9650,6948
146,2020-04-28,9730,40,9700,9900,9520,5680
147,2020-04-27,9770,50,9900,10100,9760,15683
148,2020-04-24,9720,370,9450,10150,9300,29702
151,2020-04-23,9350,470,8950,9440,8950,19880
152,2020-04-22,8880,30,8610,8900,8610,9750
153,2020-04-21,8850,90,8940,8940,8500,18098
154,2020-04-20,8940,10,8930,9150,8800,10896
155,2020-04-17,8930,200,8900,8940,8740,11617
159,2020-04-16,8730,600,8130,8740,8020,25498
160,2020-04-14,8130,150,7980,8130,7910,11973
161,2020-04-13,7980,170,8290,8290,7940,12703
162,2020-04-10,8150,130,8040,8400,7910,23221
163,2020-04-09,8020,90,8150,8200,7850,19121
166,2020-04-08,7930,60,8100,8150,7850,14018
167,2020-04-07,7990,310,7900,8300,7700,39670
168,2020-04-06,7680,320,7340,7680,7310,14867
169,2020-04-03,7360,140,7300,7470,7070,18013
170,2020-04-02,7220,80,7250,7290,6920,22447
