,date,close,diff,open,high,low,volume
1,2020-09-16,9830,20,9870,9950,9730,102360
2,2020-09-15,9850,140,9710,9850,9590,126721
3,2020-09-14,9710,210,9580,9710,9550,121358
4,2020-09-11,9500,100,9430,9650,9330,163903
5,2020-09-10,9400,0,9400,9470,9250,151204
9,2020-09-09,9400,200,9490,9580,9300,193076
10,2020-09-08,9600,120,9530,9640,9460,59046
11,2020-09-07,9480,240,9720,9720,9460,126785
12,2020-09-04,9720,150,9540,9800,9490,108846
13,2020-09-03,9870,70,9960,9980,9780,123197
16,2020-09-02,9940,60,10000,10050,9860,62681
17,2020-09-01,10000,20,9990,10050,9930,36820
18,2020-08-31,9980,100,9880,10050,9820,41715
19,2020-08-28,9880,20,9810,9950,9770,59926
20,2020-08-27,9860,30,9960,9970,9710,60917
24,2020-08-26,9890,30,9920,9930,9700,88369
25,2020-08-25,9920,30,10000,10100,9910,132842
26,2020-08-24,9950,250,10250,10250,9900,169495
27,2020-08-21,10200,200,10100,10250,9700,89993
28,2020-08-20,10000,100,10200,10250,9440,136609
31,2020-08-19,10100,100,10050,10300,9930,115771
32,2020-08-18,10000,500,10600,11100,9980,419462
33,2020-08-14,10500,50,10700,10750,10350,140440
34,2020-08-13,10550,150,10500,10550,10250,100448
35,2020-08-12,10400,50,10400,10550,10100,94435
39,2020-08-11,10350,50,10200,10500,10200,77251
40,2020-08-10,10300,200,10100,10400,9990,66809
41,2020-08-07,10100,100,9940,10100,9920,42759
42,2020-08-06,10000,100,10150,10150,9900,75168
43,2020-08-05,10100,0,10200,10200,9890,59759
46,2020-08-04,10100,250,9780,10150,9780,75417
47,2020-08-03,9850,30,9880,9880,9650,43662
48,2020-07-31,9880,100,10050,10050,9770,65212
49,2020-07-30,9980,20,10150,10150,9960,45931
50,2020-07-29,10000,50,10000,10200,10000,33871
54,2020-07-28,10050,0,10000,10100,9950,55372
55,2020-07-27,10050,50,10000,10200,9990,86682
56,2020-07-24,10000,200,10150,10300,10000,82517
57,2020-07-23,10200,250,10350,10500,10200,59050
58,2020-07-22,10450,50,10450,10550,10350,32772
61,2020-07-21,10500,100,10800,10800,10400,69080
62,2020-07-20,10600,200,10400,11000,10250,177835
63,2020-07-17,10400,100,10400,10450,10150,76604
64,2020-07-16,10300,300,10600,10700,10250,107411
65,2020-07-15,10600,550,10400,10650,10300,245775
69,2020-07-14,10050,0,10050,10200,9900,57467
70,2020-07-13,10050,280,9780,10100,9780,108589
71,2020-07-10,9770,110,9880,9920,9700,73320
72,2020-07-09,9880,50,9930,10050,9860,66784
73,2020-07-08,9930,30,9820,10150,9800,123565
76,2020-07-07,9900,90,9810,9980,9730,70070
77,2020-07-06,9810,70,9740,9830,9640,56935
78,2020-07-03,9740,100,9900,9950,9700,71739
79,2020-07-02,9840,140,9730,9950,9660,69965
80,2020-07-01,9700,60,9790,10000,9680,67140
84,2020-06-30,9760,140,9700,9950,9650,73489
85,2020-06-29,9620,60,9520,9780,9520,29382
86,2020-06-26,9680,50,9800,9840,9630,81376
87,2020-06-25,9730,10,9720,9740,9480,106773
88,2020-06-24,9720,70,9810,10150,9700,391521
91,2020-06-23,9650,70,9590,9700,9410,64725
92,2020-06-22,9580,50,9440,9830,9300,114039
93,2020-06-19,9530,10,9530,9590,9440,44790
94,2020-06-18,9520,110,9480,9690,9330,68589
95,2020-06-17,9410,50,9440,9600,9230,66204
99,2020-06-16,9460,310,9480,9580,9290,49873
100,2020-06-15,9150,380,9530,9680,9150,78176
101,2020-06-12,9530,50,9040,9800,9030,186126
102,2020-06-11,9580,200,9730,9840,9530,72784
103,2020-06-10,9780,140,9700,9860,9530,183739
106,2020-06-09,9640,210,9560,9640,9190,196354
107,2020-06-08,9430,170,9610,9660,9300,194678
108,2020-06-05,9600,60,9550,9750,9500,62543
109,2020-06-04,9660,0,9730,9770,9170,255714
110,2020-06-03,9660,390,10150,10150,9650,178918
114,2020-06-02,10050,100,10300,10400,9990,144301
115,2020-06-01,10150,190,9960,10200,9840,91299
116,2020-05-29,9960,160,9710,10300,9710,220332
117,2020-05-28,9800,250,10100,10650,9590,428957
118,2020-05-27,10050,200,10400,10400,9970,152884
121,2020-05-26,10250,440,9980,10250,9770,170434
122,2020-05-25,9810,170,10150,10350,9760,214677
123,2020-05-22,9980,20,10000,10100,9800,171028
124,2020-05-21,10000,400,9670,10050,9540,211047
125,2020-05-20,9600,320,9260,9750,9200,146289
129,2020-05-19,9280,210,9700,9770,9200,138871
130,2020-05-18,9490,200,9370,9620,8880,253701
131,2020-05-15,9290,430,9500,9700,9160,435739
132,2020-05-14,8860,250,9090,9090,8780,71821
133,2020-05-13,9110,250,8800,9150,8780,135853
136,2020-05-12,8860,150,8840,8930,8690,88825
137,2020-05-11,8710,10,8700,8860,8490,113490
138,2020-05-08,8720,200,8900,9000,8690,131258
139,2020-05-07,8920,240,9170,9170,8850,142059
140,2020-05-06,9160,430,8770,9800,8690,489817
144,2020-05-04,8730,240,8500,8850,8400,217268
145,2020-04-29,8490,90,8430,8680,8370,127701
146,2020-04-28,8400,140,8330,8510,8150,111418
147,2020-04-27,8260,160,8120,8300,7950,94265
148,2020-04-24,8100,340,8100,8350,7830,269675
151,2020-04-23,7760,550,7400,7760,7250,206689
152,2020-04-22,7210,40,7160,7210,6880,48510
153,2020-04-21,7170,40,7210,7290,6570,65949
154,2020-04-20,7210,70,7380,7380,7150,47123
155,2020-04-17,7280,30,7260,7400,7190,37175
159,2020-04-16,7250,40,7220,7300,7100,23196
160,2020-04-14,7290,140,7150,7380,6980,80448
161,2020-04-13,7150,20,7110,7460,7040,73282
162,2020-04-10,7170,110,7290,7370,7010,61450
163,2020-04-09,7280,200,7140,7390,7040,86709
